value_id,value_type,value_content
val-sha256-a2f413cd0c158b5a9bd6e34554cc7edf8c84e58a1373762c9bf22cde08b22204,author_name,Joseph Buckwalter
val-sha256-2ee0420e5bbd778cd291b4bfe8600714292d6becee97a24917bcf0829431fa6f,author_name,Raul G. Nogueira
val-sha256-9c2b9cde3d7a8f568dcdaf6a44d2ab27c684dcf70ab599bde4019d8daaaed1a2,author_name,Volney L. Sheen
val-sha256-24f7a415a6b8c8936d44abf6d45cafff1e9adf2bf3a19eac2a716f902eb5ae40,author_name,Burcu Akinci
val-sha256-d5b9384f9f81b30e250097e9968c120f78be02e3a4dcea548d747d667cf5d36f,affiliation,"Assistant Professor, Dept. of Civil and Environmental Engineering, Carnegie Mellon Univ., PA 15213-3890."
val-sha256-7cf4dff626400f09c5bfec2019d72427aa72c78cc0fb3ee047891d4b7799e553,author_name,Martin Fischer
val-sha256-44efd8856f08f59b43deadddfbfbe12de9cef7279d71d47cca556786a93c6b38,affiliation,"Associate Professor, Dept. of Civil and Environmental Engineering and (by Courtesy) Computer Science, Director, Center for Integrated Facility Engineering, Stanford Univ., Stanford, CA 94305."
val-sha256-f632e54fc5fd477106cd0c416df6d792791dcaa959fff38988bb965a3221efc0,author_name,John Kunz
val-sha256-d6be56325b01e9e67e310ba5784324f723a43424c4758bd1130d182f7298b817,affiliation,"Senior Research Associate, Center for Integrated  Facility Engineering, Stanford Univ., Stanford, CA 94305."
val-sha256-a44281f82034f0ee919260e06489eb218153b57e63515d5222d9d3b607eb4798,author_name,Mekdam A. Nima
val-sha256-e66f3a5a75f0f9ccc2f93dfd10c0c1afe487f6c1c8fe92e4421e1f775cd3f7c9,affiliation,"Head, Structural Dept., Khairi Consult (M) Sdn. Bhd., Selangor,  Malaysia."
val-sha256-99564ba1bc369862089e9023b7ce8613fef80bcc7ff2744681f1c0f131ea040d,author_name,Mohd R. Abdul-Kadir
val-sha256-52992310b7c739f29627c775c9ed35bf3b345ece0fc394c75f0987647b237596,affiliation,"Deputy Dean, Engineering Faculty, Univ. Putra Malaysia, Selangor,  Malaysia."
val-sha256-07eb6cbf9b9ec913cf377734ca2cddac9266e23489c412a88fc54f5add018e16,author_name,Mohd S. Jaafar
val-sha256-c1b2614bb01c7812917ab1c389906d66dd18eb1c326c9fcf5d27258450590796,affiliation,"Head, Civil Engineering Dept., Engineering Faculty, Univ. Putra  Malaysia, Selangor, Malaysia."
val-sha256-de033c6c224cbbe56fb014b49f14aa4c4d378162244583316dcde9d88e766587,author_name,Riadh G. Alghulami
val-sha256-a86b6a47c61a43260e17a2778ddecfd8319c5baab2f3da57662fd0a49fc5856f,affiliation,"Senior Structural Engineer, Westbury Tubular (M) Sdn. Bhd.,  Selangor, Malaysia."
val-sha256-e4c84407f8291612e01dd5572a6c3b2897232aa81f29f81dafc889ad55ec809d,author_name,Robert G. Arnold
val-sha256-2ed757db705abb800ff7e19aa28608c7c9ab9ba71dd0c07fc31677254e770378,author_name,Jiann-Long Chen
val-sha256-08470a19dbafe2cebaa07e8447810f6a7eaa60a8995ad9e76d67ae9ff9e97d15,affiliation,"Asst. Professor, Dept. of Civil and Environmental Engineering, North Carolina A&amp;T State Univ., 1601 E. Market St., Greensboro, NC 27411 (corresponding author)."
val-sha256-bd34fd7a60340432d87e9fa03580258aaecf1ebe97dd97119034c2e5b6027cd0,author_name,Souhail Al-Abed
val-sha256-3c843aeadca0f9dac7b5e663f282093a8332e15f2be057ad7da246932153324f,affiliation,"National Risk Management Research Laboratory, U.S. Environmental Protection Agency."
val-sha256-ce458a413148815a6250c885c60e08994699e3d2cce592910f677745fbe581d1,author_name,Mike Roulier
val-sha256-c7e509f114e61503ea3efe6bc9ba7bd863ffefa1142f22617fbc285b769855a7,author_name,James Ryan
val-sha256-e6c3984cdb330d149de1c1e6fc96348b40aa3f1110e6a29b9abe1dbd7d55b11f,author_name,Mark Kemper
val-sha256-a1c52b8d5628d0bfadedd459873dd009188a2b8f2ea836a4d879e24b62487b17,author_name,Robert E. Watson
val-sha256-dbcaa31f15fe23dc05efd4dc332caa6dd64d3296901877b68fbe79ac15101d5f,affiliation,"Louisiana State Univ., Institute for Ecological Infrastructure Engineering, Engineering Lab Annex Building, Baton Rouge, LA 70803."
val-sha256-36c30ba2cdba082594429d5e92bb54ded0981e1aa29135927b236bfe29a8cc50,author_name,Kelly A. Rusch
val-sha256-73a7404590026ac06c467f43326898fc9a823d2a854e1f2d4a2392bf31e298d4,affiliation,"Louisiana State Univ., Institute for Ecological Infrastructure Engineering, Engineering Lab Annex Building, Baton Rouge, LA 70803-6405."
val-sha256-3f6d774555cf8be4bde5cb3dad800d12aecd1dedc90d0e970fa349a36927396f,author_name,John B. Lindsay
val-sha256-a55fed908a90e1ac13cfedd7450df7304c1d074d8b1ff12958f21286841634af,affiliation,"PhD Student, Dept. of Geography, Univ. of Western Ontario,  London ON, Canada N6A 5C2 (corresponding author)."
val-sha256-70f9bdd76c514e6675ebfc1fa88d87682400b6a8d6f234b3651d68679c2dfcfc,author_name,Julie Q. Shang
val-sha256-cab4b3414bac288b8c31713a75f4d2657501184d63cac6ce61d94f08668e0c37,affiliation,"Associate Professor, Dept. of Civil and Environmental Engineering, Univ. of Western Ontario, London ON, Canada N6A 5B9."
val-sha256-633c8ac32df6be8d645ffb9da9e9a98eb244fd8f91c083a68584f4598eba8e5c,author_name,R. Kerry Rowe
val-sha256-066b61a5149253c90e33b5a62eab79d248944cdcdb4b9625ad17ec00f19c1fb8,affiliation,"Professor and Vice-Principal, Research, Dept. of Civil Engineering, Queen’s Univ., Kingston ON, Canada K7L 3N6."
val-sha256-457ff9271355ac8de015fc02c9f1f872869435178d4fc62c2f0c164265445703,author_name,Enrique J. La Motta
val-sha256-ffcc1bbc702cfdbf83441bcfb436c4b6a771f7dc65884df242cb7ecb9669ada8,affiliation,"Professor, Dept. of Civil and Environmental Engineering, Univ. New Orleans, New Orleans, LA 70148."
val-sha256-f9105968d856225ace6cf63ef2bd48bf0b7aedbe5c5ecb89a3326ee793d20b08,author_name,Jose A. Jimenez
val-sha256-eab2f844eeca032589920fe1978e8e7b023ace4d2b66cfea1f165bf924424135,affiliation,"PhD Candidate, Dept. of Civil and Environmental Engineering, Univ. New Orleans, New Orleans, LA 70148."
val-sha256-26b3915cd316e17d075951471f8da41183a9c5c440b9f320fbd173a3d250e921,author_name,R. Ushaksaraei
val-sha256-41d4a1afb80b434811a3dcdf8f06de92c818c47b18391762c71668d0094d126c,affiliation,"PhD Student, Dept. of Civil Engineering, McMaster Univ., Hamilton ON, Canada L8S 4L7."
val-sha256-14af28ea70ebb8a77e49ab46dcfb3ffd5ae0c8509173a08f8bf81674e0e4d3cf,author_name,S. Pietruszczak
val-sha256-a38cb8191db2224d6768da6718bde97495d5c21a39c5fc2b200bed73e34441fb,affiliation,"Professor, Dept. of Civil Engineering, McMaster Univ., Hamilton ON, Canada L8S 4L7."
val-sha256-c63eb683c97008876a14fb68d4b8af0dbadcc20bfd2152b48659c88cc817d5d4,author_name,David Hansen
val-sha256-e7533a059d549a79fbd85b3fb01088da57ae60031d3539beb1052e841393777e,affiliation,"Associate Professor, Dept. of Civil Engineering (Sexton Campus), Dalhousie Univ., 1360 Barrington St., Halifax NS, Canada B3J 1Z1."
val-sha256-3e15dc8612cf2a50a5850c3bfccb7b4197780c7f5a71897a84c61c2df9cfc2fb,author_name,Rizwanul Bari
val-sha256-4fa6d6cd537ce2bc85468b3b880fbf71f4ff1f39a9bf3baa03fda122511f634e,affiliation,"Telephony and Program Support Directorate, Canada Customs and Revenue Agency, 555 MacKenzie Ave., Ottawa ON, Canada K1A 0L5."
val-sha256-d4b33d165161118d026e6e0ef581f209cc947e7c4da36f3bde15509841a1bfae,author_name,Jueyi Sui
val-sha256-1d85bc61f3efd924681232d296ccbbb2d4b58cd08e2a7ec7740ccf81a0832c5e,affiliation,"Dept. of Civil Engineering, Univ. of Toronto, Toronto ON, Canada M5S 1A4."
val-sha256-a38524f7fc02247a3ba87f149ccec85dc613bc293477e0768232b870bb26a55e,author_name,Bryan W. Karney
val-sha256-79e481326a908e1af4a606b9fcd1e4dc1d7f1eea11131c7c7b6350238b0f8495,author_name,Zhaochu Sun
val-sha256-3ed185e15ddad2a69021d42aeb45ea599922894ed9822d5eb642f264e557e979,affiliation,"Dept. of Civil Engineering, Hefei Univ. of Technology, China."
val-sha256-dbfca6f6288378d62def58881896a9355533105e4bba154fcbb44aada776d152,author_name,Desheng Wang
val-sha256-68d9ca3e3a7c66a5b11b1788c565e7d2bdadc6cb06f92ab700a49995d928d669,affiliation,"Carr Research Laboratory, Inc., Natick, MA 01760-3758."
val-sha256-a8e1d768731d646a1aaa2f6e9148477824d0b3c13628fe3faf7f042862a73b9f,author_name,Laurel J. Standley
val-sha256-6f2f4a39d47c5468bf68bf175c24c26b1d5d71f0bda78567556ae4c5d70ff8a7,affiliation,"Center for Energy and Environmental Policy, Univ. of Delaware, Newark, DE 19716."
val-sha256-9127f7533c37af35d25fd366c286d59c01a3ccc2191d5fdfc292693aabde159a,author_name,C. Dale Buckner
val-sha256-e23c9d275c993f681fcc300c5a36a2949c1be830506ccc7ebcaf2e723bbd4611,author_name,Lawrence F. Kahn
val-sha256-6e17020ba57a2403033ce777c73d3585f8ca80719bef366db8d289e77a51864a,affiliation,"Associate Professor, Dept. of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, GA 30332."
val-sha256-b97a8bc199eebf03354b83a0b3e3cb6547bf88dc124610a1fe71719a1ed8ffe0,author_name,Jason C. Dill
val-sha256-f96faeaf98662da2265ca7572a9ddef9056837033303e11dc27e8a8df691e075,affiliation,"Design Engineer, Uzun and Case Engineers, 1180 West Peachtree Street, Suite 1200, Atlanta, GA 30361."
val-sha256-402827575c689f89c044bda21df3bb6f77903322df21f9e722535e588a0b6aaf,author_name,Chris G. Reutlinger
val-sha256-15f7726aeb9e577d55a60388e4bf0ad594503dc08f5c42d3c0bf973196d71337,affiliation,"Design Engineer, Walter P. Moore and Assoc., 1201 Peachtree St., Suite 1600, Atlanta, GA 30361."
val-sha256-e0a986dcd7251bcc695e8d6db0aed43406fc1276b2670927c46f9d719915c846,author_name,Yin Zhou
val-sha256-585d56d1e370d9aa9f1843917a55eb826cd7f0a0802ae1a2a52db48e8f276a03,affiliation,"Engineer, Malouf Engineering International, Incorporated, 275 West Campbell Road, Suite 611, Richardson, TX 75080."
val-sha256-e2f9e54a5c3a86dde6c59bf0efc649eeff1799597c571dcd51a571452517f815,author_name,Ahsan Kareem
val-sha256-ed42eaab1d3ae879dc003057c90cdc0ccc0c148e9d95e0b970121f14ba4afe12,affiliation,"Robert M. Moran, Professor and Chair, Dept. of Civil Engineering and Geological Sciences, Univ. of Notre Dame, Notre Dame, IN 46556."
val-sha256-c0d71e25e3f90e7b9148ba9608da3adad23b6e3fbf69419ca03889322019ebb4,author_name,Yan-Gang Zhao
val-sha256-50c776830ab2d50c6ef33bc8885d33077603357ce4c73d3f4c1d770b1912b90d,affiliation,"Associate Professor, Dept. of Architecture, Nagoya Institute of Technology, Gokiso-cho, Shyowa-ku, Nagoya 466-8555, Japan."
val-sha256-f4a1d7e950a29daf97bddd401e723c0c7f9c26aa21978f8f28953842f370337d,author_name,Tetsuro Ono
val-sha256-813278c5a6691dcbed57e74c690a25996a15406e7d3f5b3216117bc9ecb00a61,affiliation,"Professor, Dept. of Architecture, Nagoya Institute of Technology, Gokiso-cho, Shyowa-ku, Nagoya 466-8555, Japan."
val-sha256-bf0f34012210879785df2ad74dae9f6ec787a7f3bad400c2f125741cd5df51e7,author_name,Masahiro Kato
val-sha256-4bf5bbcc882e1ea048761a76076647ff9c30774bebbc45b91af904c6fadd3aa2,affiliation,"Professor, Dept. of Architecture, Aichi Sangyo Univ., Harayama 12-5, Oka-cho, Okazaki 444-0005, Japan."
val-sha256-13dd436ea1c2466110a885c3b2f851293f3e417747b9b7fc37b6ebe97d865360,affiliation,Editor
val-sha256-0950b4e2e5005906ba16e5b441ef21aa28cb476405141ef177f2c9d6ec51ea71,author_name,Gaye Kızılsu
val-sha256-9d17b9707a16f07c4e643c8b69f236ab85203f3a3948c34efd67995c4c5c587e,affiliation,"Associate Professor, Civil Engineering Faculty, Surveying Dept., Istanbul Technical Univ., 80626 Ayazağa, Istanbul, Turkey."
val-sha256-298138ff6708ab786832d74addc7ac0a379939cb35b2c313a1219bf0b3bb73b4,author_name,Craig A. Roberts
val-sha256-ba75614572f01b2841cfbd5f3cc7c1d32743b531de66069203193fee38c1b95f,affiliation,"Northern Arizona Univ., Dept. of Civil and Environmental Engineering, P.O. Box 15600, Flagstaff, AZ 86011-5600."
val-sha256-3cf97b116b78e0bb10981766fe806abdb80bb09c95967e5ab71e23f5127f51b1,author_name,Scott F. Bradford
val-sha256-ea61e11ca6c8a755e7e42c581dd80ae2cb3df469ce45ebbac6df2338748cd10a,affiliation,"Research Scientist, Image Science and Applications Branch, Naval Research Laboratory, Washington, DC 20375."
val-sha256-3da7cc1d313b1e301cf02b0456f99943a2d580cbfac991909a0819984ca28084,author_name,Brett F. Sanders
val-sha256-03f7bdb65e9c8606ba9f4d05cf98f43fc0910841688040a267d6bbf35fed030c,affiliation,"Assistant Professor, Dept. of Civil and Environmental Engineering, Univ. of California, Irvine, CA 92697."
val-sha256-476e982b32aebb16df7b44d705af2d525ec1fa88674d89b3594d99567edee597,author_name,Benjamin P. Thompson
val-sha256-f0529533e223884ceaad6b41b8c530baa40252272c9760f5f1bc821c7142642a,affiliation,"Research Engineer, Univ. of Wisconsin, 1415 Engineering Dr.,  Madison, WI 53706."
val-sha256-80cae64dade65dfe8a7d45622c72c0a1d08464c72fbe7e2593559bf0ceb74e1d,author_name,Stuart D. Anderson
val-sha256-18cf264192c7e9697d491871a6fcba94cc492077a062186d0ba57f01a87c0377,affiliation,"Associate Professor, Texas A&amp;M Univ., 3136 TAMUS, College  Station, TX 77843."
val-sha256-7b788a935176b2275b57cea00e669c04f647aa1a410d7783431f67d0543fc4f5,author_name,Jeffrey S. Russell
val-sha256-be9309bbb43f8a5f75d756ca856406ddabb87807b3d8b1499f8db12b3bc0e75f,affiliation,"Professor, Univ. of Wisconsin, 1415 Engineering Dr., Madison, WI 53706."
val-sha256-dcb146f9b99f20a29242f62625e0054ae7e36c4f6fe4f8e001e95a42a562b5be,author_name,Awad S. Hanna
val-sha256-027a7264ac70ea7a7c57229d88bbd742947040cf8a3f6158636da9986804d3f0,author_name,M. C. Gemperline
val-sha256-62ec3d1307ae0c06b45bfab6b5043c8c0ff576f1e157d65e9b517d14f1d14c77,affiliation,"U.S. Bureau of Reclamation, D 8340, P.O. Box 25007, Denver, CO 80225."
val-sha256-519a388559fbd4d48e9e531c583f9653e7d7e68c876c01ec970166610bdd8aef,author_name,T. J. Siller
val-sha256-0651b8f575077947c30879323827770dcbc91034af4dde9b813772a32c257c07,affiliation,"Dept. of Civil Engineering, Colorado State Univ., Fort Collins, CO 80525."
val-sha256-9287c92b7a2d3c35b8b0e75ffe31359ceb6f31dd1c56e7561eb0b3d11d0adef7,author_name,William P. Baker
val-sha256-f810c3d4c021412c5a5be607d051b18f93333b410353342ee7290fced5eb3b76,affiliation,"Associate Professor of Mathematics, Air Force Institute of Technology, Wright-Patterson Air Force Base, OH 45433."
val-sha256-d21c0675e14ec7673bad69a13558dda09ebf611dc8154eea58e22141a9436c7b,author_name,Anthony N. Palazotto
val-sha256-c5ad36ddcf949aebdbedf817530a7eeb7973a10a4e3b0aeea18fb4b87c72ed57,affiliation,"Professor of Aerospace Engineering, Air Force Institute of Technology, Wright-Patterson Air Force Base, OH 45433."
val-sha256-e4d2ad6f6301283c29d8bf8bba3c45e67211ce916f19d5b9477979b851a1626c,author_name,David J. Laird
val-sha256-022e0df01fec90b48223dc2cca6de0a4446b98e112c3862435956f80d45d18d9,affiliation,"PhD Candidate, Aeronautics and Astronautics Dept., Air Force Institute of Technology, Wright-Patterson Air Force Base, OH 45433."
val-sha256-30e869b8b97081dc9aada413731de97c482600db6df9fc17e6c483db18dbaa22,author_name,W. K. Binienda
val-sha256-13d27a462ee9ef69baa730c278b21eb4413c322fd8c6e25e101f78a0c1798e49,affiliation,"Univ. of Akron, Dept. of Civil Engineering, Akron, OH 44325."
val-sha256-64ea4b6cd477b289671f069f7e5ec502bc0e316e54cc6aeaaf349943ecbcef9f,author_name,M.-J. Pindera
val-sha256-34c9f509bf52484ebca9e25f6ab52fcdd3e08818ee0e901d5a9cbb432c00f6c1,affiliation,"Univ. of Virginia, Dept. of Civil Engineering and Applied Mechanics, Charlottesville, VA 22903."
val-sha256-bc96ca862b1f74d3a35e28df1768eabc403796ae1e7aef3e6bc3307d7d65643b,author_name,Jun Peng
val-sha256-e6eea4247f601d33fd4584cf8d8ea18bd58598efb0afc1597e30f8dec73d3235,affiliation,"PhD, Dept. of Civil Engineering, 431 Auborn Science and Engineering Ctr., Univ. of Akron, Akron, OH 44325 (corresponding author)."
val-sha256-bc8852d839ecf0340d1a66b052592e75f09c20397087e1e9a9ed3a12ba0b00e2,author_name,Zongjin Li
val-sha256-3c5c5ea0e89f5af33c097c6139ecadb1c6078b752e7dbc2ea6552ef95c16c092,affiliation,"Associate Professor, Dept. of Civil Engineering, Hong Kong Univ. of Science and Technology, Clear Water Bay, Kowloon, Hong Kong."
val-sha256-d52cd6189171ff2f00b0aa419b1757c0e1e38efb6f63f3bf390a56606ee5c32a,author_name,Baoguo Ma
val-sha256-8cbb13adffab8cbf95664fbd59ad1abb19ada6196e342818012f55dcf7e0ab4c,affiliation,"Visiting Scholar, Dept. of Civil Engineering, Hong Kong Univ. of Science and Technology, Clear Water Bay, Kowloon, Hong Kong."
val-sha256-bfac851010762e835ace66a073552417615ba910a7ab29f29dd396c0d86347f2,author_name,Mary Storsteen
val-sha256-08a02e2041f5b4b8c4cdfa0fcf1bec3f9c30a8270a821115e880022d95401b24,affiliation,"South Dakota State Univ., Brookings, SD."
val-sha256-445b1beac329c82406ec9ce1a3d0a0f016746a67a5f4bb71ecb51a3f136ba4ba,author_name,Jessyca Cochran
val-sha256-ea933502771869fe01949fdfb7a4bca0b82faede6e8cd4cd739433d0967b8424,affiliation,"San Luis Obispo, CA 94305."
val-sha256-984a08718a02d8e899ffcc11e35f7e352094857c3f3b2703297d4d8df66ab04f,author_name,Heather Silyn-Roberts
val-sha256-1bc44426f40331ec53b4b58f41354cd75062d08c906f25242795084af0486559,affiliation,"PhD, Senior Lecturer, Dept. of Mechanical Engineering, Univ. of Auckland, Private Bag 92019, Auckland, New Zealand."
val-sha256-bb922770cf1eb728a24c9498059330861901a175a5d823378dcc02e0bb51bf55,author_name,Paul S. Chinowsky
val-sha256-0a0ae547ecbf2322484f5faf200cc6722e13014eed56d33397d72459c3dd3493,affiliation,"Associate Professor, School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, GA 30332-0355."
val-sha256-467aa805ee7baacdccdba4274ac80a61c527a8fd1f5cfb7efba6c3ba38504d82,author_name,Emery A. Coppola
val-sha256-f907d379cfadc3919091ec21c9b3bf3b75c885c814d787d9a7027c4d2a6f7991,affiliation,"Consulting Hydrogeologist, 610 Lawrence Rd., Lawrenceville, NJ 08648."
val-sha256-2a938136bc62fc79ecf53e164902d9e47d5ed78f6501c1ebf8098085e43ce73d,author_name,Lucien Duckstein
val-sha256-6cfd1394cc9550c877398aba56c98f973b1a0462316a4d8cd9edcfa53f336d3c,affiliation,"Professor, Ecole Nationale du Genie Rural, des Eaux et des Forets, France."
val-sha256-fad726f736f048410d381d8c4954031fd14d09f52abaabc9b39d7c39517d18b0,author_name,Donald Davis
val-sha256-a23e739d7089c7bd1d356c108c686af4ecfda8cda8f839442dd5fbf42b313d00,affiliation,"Professor, Dept. of Hydrology and Water Resources, Univ. of  Arizona, Tucson, AZ."
val-sha256-cacadfe8f127aa2d0889783333fa56cd674518fba746f34beee97b422d9fe743,author_name,Anthony H. DePiero
val-sha256-1449877d173a66d079b24ff7605c0b1db6d761f3c578e4d11cf0543463b83872,affiliation,"Lawrence Livermore National Laboratory, Livermore, CA 94550."
val-sha256-272093a5e824fd7f875f893a52cb134f098f8e94c1d44a7f352f9997970a4942,author_name,Robert K. Paasch
val-sha256-4cc69bd9e8f15a5b1a79ae09db8e98f715dacdaa75b881560033023065b47b43,affiliation,"Oregon State University, Corvallis, OR 97331."
val-sha256-8061c6da27dec19bc56849e2b576bb14390f2900398981b1a1d9b77aa1b6b8d9,author_name,Steven C. Lovejoy
val-sha256-9d21619e0cdd0c2f8abb9bee93a484ccc138a9608aa851190c0675863f1845b3,affiliation,"Oregon Department of Transportation, Salem, OR 97310."
val-sha256-7b673b02a3b037b8bdb73e5b08f34976d540b0bec53e3b54d0454670d486cb72,author_name,E. Cosenza
val-sha256-ca6f32dcdc46640a1cfe7b0e64b6ce467cd03a3df1670470d6aedba806b4d609,affiliation,"Professor of Structural Engineering, Dept. of Structural Analysis and Design, Univ. of Naples Federico II, Naples 80125, Italy."
val-sha256-24f9d68eb328c0dc3647665779578a8c40ca14f35010805e182334925b07c5b6,author_name,G. Manfredi
val-sha256-682c215d61297d84919ce932b2473e6f5d8a4e02c79cc7f7c100f7a99b165300,author_name,Jerry D. Brown
val-sha256-b5313b67840c14fba1150e0389af4f0cf2d55e02d3f5845b775d3b4b859f8786,author_name,Peggy Layne
val-sha256-8b7394fe3fe0d419c8bde4b36b1bf58e83ef4469f1a11115a72fa6812d5c545f,author_name,Alexander Tikhonov
val-sha256-4d52257a8dc36f6d31b0f86a56a5d030674e56752691e0f1d617fd5b62e3d9ba,affiliation,"Department of Chemistry, University of Pittsburgh, Pittsburgh, Pennsylvania 15260"
val-sha256-6fd8b61dab08ab44df9a33c98646e627506c7129fb4a8e8dde7aec36e753f0d3,author_name,Rob D. Coalson
val-sha256-b76359548e1769c12784f67f5ad656c8ca69b0d15586eb3b4d6e590d4c97ba0a,author_name,Yuri Dahnovsky
val-sha256-bd936d2da2e0bca33b84f0d887133ea03e8ea807c29020860511ecef2cc4d8ed,affiliation,"Department of Physics and Astronomy, and Department of Chemistry, University of Wyoming, Laramie, Wyoming 82071"
val-sha256-c9821763878cbb1956ab005d79c4b92234016774607956cf481a814b00ce8b54,author_name,Fedderik van der Bos
val-sha256-1cf90a0876597d25d1d28d13519d06602d48ea400ec4f42774328ea63a79eb47,affiliation,"Department of Mechanical Engineering, The Johns Hopkins University, Baltimore, Maryland 21218"
val-sha256-03bec1b7d3bd95689ac9af27b7cef6cf23c7ee381b087992dfd1ec547aa06403,author_name,Bo Tao
val-sha256-f0146239f269a0e67cc6151997e409ea83072f37279f4972a1f4145fb0e79d4a,author_name,Charles Meneveau
val-sha256-3897d74bc179893d05d8975ed8564842d22add5e6a7710056ceec02fba45eb49,author_name,Joseph Katz
val-sha256-6204388c0741170f0d72d044e694b16ff85bd78a78b97e8ef091a0cd40a0e5bf,author_name,Jochen Autschbach
val-sha256-d7ed7a8a1c78ac6e46df9d0195cd7611373e9cadd1858e3d7f8d338a996c5d72,affiliation,"Department of Chemistry, The University of Calgary, 2500 University Drive NW, Calgary, Alberta, T2N 1N4 Canada"
val-sha256-fd93c96ddaf512e9245700d16154690f5b2ceeb7393ae48333598c9f3ac37ae0,author_name,Serguei Patchkovskii
val-sha256-173d4fa7f797f5bf0e82f75724c4b43775988b69b5066d24a086dcc6f4cdbd0e,author_name,Tom Ziegler
val-sha256-96d3f2a8a2fa0efb7c6a403aad191f3a023004eb4660016bf16180dbdd71d58a,author_name,Stan J. A. van Gisbergen
val-sha256-d7f3c602bf53f8f88e0c1f2e332239a658e796a9e4216770939a2a02a649b0d0,affiliation,"Scientific Computing and Modeling and Theoretical Chemistry, FEW, Vrije Universiteit, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands"
val-sha256-f485626c62e1e2fe15e4c3afa81a2fc1a7af755bccc6af7f6b0adc0aff36a17d,author_name,Evert Jan Baerends
val-sha256-b5a86016182d1dcf4d7f331d03fc3be27afeb9d6f5e41e2b6247ae2f0ff03f58,affiliation,"Theoretical Chemistry, FEW, Vrije Universiteit, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands"
val-sha256-a7ac5cf004440f9934ce1d27c96c4b1a73eb10767e7aa567f427ff5804be0a1d,author_name,Z. Warhaft
val-sha256-13372e63047a918fbcdef30f08c801bd32729692f7a1af67d4cd2a16102d362a,affiliation,"Mechanical & Aerospace Engineering, Cornell University, Ithaca, New York 14853"
val-sha256-68fd46961cbfff6550e57204557b9d78b4fb4f91425e19c72635d2525029a149,author_name,X. Shen
val-sha256-b03ad72a69fa66b34ce0a0e4ae17231ac2b5942c0add50851a54c75e7e30ea4c,author_name,J. P. Gospodyn
val-sha256-21361bfeec971fc35ed49594ff9c2a0137b14d7ece42a72987c02f31d361e7e3,affiliation,"Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Alberta T6G 2V4, Canada"
val-sha256-ae8b14d768a43f7a4d04fbbb12e6858c4d70663176740648b1c34909384eec49,author_name,A. Sardarli
val-sha256-712c26aade0a63efe36c65f5f3dab1c9c33405c6195afc4d8a6c75e7687398db,author_name,A. M. Brodnikovski
val-sha256-44d1e7674d5185d79f1df94791712a77f5ffbab672a45e4b45fc52c21cc4b5d3,author_name,R. Fedosejevs
val-sha256-396d01f64f7ec87a3fa4925de2278cdb71958ac589785e170e240f7051c54965,author_name,Cheng-Ying Hsieh
val-sha256-d208693b4a76070fae0d13a33995541c1d1ed7b472bde669e19c63e68d1ce196,affiliation,"Deh Yu College of Nursing and Management, Keelung 203, Taiwan, Republic of China"
val-sha256-8b5765bf329cf5f3d305b7bbc778211154d5ac2770357a531c4e3650b286f774,author_name,S. R. Maassen
val-sha256-21bbbf359a37b665d4cc66878178efba3e00b1e3c17a4f17b26465d57995b843,affiliation,"Fluid Dynamics Laboratory, Department of Physics, Eindhoven University of Technology, PO Box 513, 5600 MB Eindhoven, The Netherlands"
val-sha256-09ffb3f789e2d73fdb5da5b9ff5d812d5dd1284c47f9dfc68c07938e22d4a69e,author_name,H. J. H. Clercx
val-sha256-2ad49f70010594370ec4359cb58d32257a5e9a2658ed17773e058b479c60fc42,author_name,G. J. F. van Heijst
val-sha256-a943f803da79c9d50fb635fb628f6eaabeed18f24ccec706991f60a659ff6893,author_name,Adrian Lange
val-sha256-5485578e200d2cadabf9210c9e4504db5b4f71cbe2f9d139afb5cf2dafd0381d,affiliation,"Institut für Theoretische Physik, Universität Magdeburg, Postfach 4120, D-39016 Magdeburg, Germany"
val-sha256-426a5ed68a05f0b209b8bbdd133c5ffc94373f4895581d439dd00891edcfa9b4,author_name,Sergey I. Shkuratov
val-sha256-cfb207da4b194b45943f7ef59b0779a59e4570da2b3de066e03a05061bd955bf,affiliation,"Center for Pulsed Power and Power Electronics, Department of Electrical and Computer Engineering, Texas Tech University, Lubbock, Texas 79409-3102"
val-sha256-5964dbca1db500d668c6c128b18cb6055a4f3394bdfcb32de973a3a27c094f38,author_name,Evgueni F. Talantsev
val-sha256-d3b3e274bc7c13a16a71401e6002ce65549f2aa7eab32b69821147b36e3c3c3e,author_name,James C. Dickens
val-sha256-76d82494080521cf5a9f8cd97fa837cd2a0777c1cb0cf7a7d85d72e7fef98963,author_name,Magne Kristiansen
val-sha256-9f0e1d18662265c7962795f46b015863128f6ccf89de8362f9f2e90344540cf4,author_name,R. Lin
val-sha256-c1c4471978092f81ef1da10f5a622285a12f9de1541f49bde158e2bf524c760e,affiliation,"Mikroelektronik Centret, Technical University of Denmark, Building 345 east, DK-2800 Lyngby, Denmark"
val-sha256-9a2fd2cd51a8d92ae517751211d1bd954bf840a9f29254bc28c5efd222e679d9,author_name,M. Galili
