doi,author_name,affiliation,ror_id
https://doi.org/10.1108/09649429510095908,Ronald J. Burke,"YORK UNIVERSITY, ONTARIO, Canada",https://ror.org/05fq50484
https://doi.org/10.1108/13620439810234527,Ronald J. Burke,"York University, Ontario, Canada",https://ror.org/05fq50484
https://doi.org/10.1108/09649429810243153,Thomas Robinson,"Thomas Robinson is Assistant Professor at the University of Miami, Coral Gables, Florida, USA",https://ror.org/02dgjyy92
https://doi.org/10.1161/01.hyp.0000013862.13962.1d,Edward J. Roccella,"National Heart, Lung and Blood Institute (E.J.R.), Bethesda, Md.",https://ror.org/012pb6c26
https://doi.org/10.1103/physrevlett.89.015001,R. Burhenn,"Max-Planck-Institut für Plasmaphysik, EURATOM Association, D-85748 Garching, Germany",https://ror.org/03taest98
10.1108/00242539610131599,Pao‐Long Chang,"College of Management, National Chiao Tung University, Taiwan, ROC",https://ror.org/00se2k293
https://doi.org/10.1161/hh0202.103231,Michael O’Quinn,"Michael O'Quinn From the Gazes Cardiac Research Institute and Division of Cardiology (J.G.M., Y.I, M.O., L.X., C.S.K., E.H., M.R.Z, D.R.M.), Medical University of South Carolina, and the Ralph H. Johnson Department of Veterans Affairs (J.G.M., Y.I, M.O., L.X., C.S.K., E.H., M.R.Z, D.R.M.), Charleston, SC, and the Institute of Molecular Medicine and Genetics (S.V.K., S.J.C.), Medical College of Georgia, Augusta.",https://ror.org/012jban78
https://doi.org/10.1108/09576069510076144,Hesham Eldeeb,"Graduate Assistant in the Industrial Engineering Department of the University of Miami, Coral Gables, Florida, USA.",https://ror.org/02dgjyy92
10.1086/339686,M. Nolta,"Department of Physics, Princeton University, Jadwin Hall, P.O. Box 708, Princeton, NJ 08544",https://ror.org/00hx57361
https://doi.org/10.1080/00036840110095409,W. D. Bradford,Medical University of South Carolina;,https://ror.org/012jban78
10.1074/jbc.m200347200,Michael H. Picard,"Cardiology Division, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts 02129",https://ror.org/03vek6s52
https://doi.org/10.1086/339686,G. Monnelly,"Department of Physics, Princeton University, Jadwin Hall, P.O. Box 708, Princeton, NJ 08544",https://ror.org/00hx57361
https://doi.org/10.1086/339686,J. Beach,"Department of Physics, Princeton University, Jadwin Hall, P.O. Box 708, Princeton, NJ 08544",https://ror.org/00hx57361
10.1103/physreve.65.061907,Zhong-Can Ou-Yang,"Institute of Theoretical Physics, Academia Sinica, P.O. Box 2735, Beijing 100080, People’s Republic of China",https://ror.org/02xtbq882
10.1103/physreve.65.061105,M. G. Shnirman,"International Institute of Earthquake Prediction Theory and Mathematical Geophysics, Warshavskoye sh 79, korp 2, Moscow 113556, Russia",https://ror.org/00s1q1t70
10.1149/1.1393460,Masashi Miura,"Hitachi ULSI Systems Company, Limited, Tokyo 198-8512, Japan",https://ror.org/02exqgm79
10.1108/00197850210417564,Bob Dodds,"Management Development Consultant, Chatham, Kent, UK. E‐mail: bob.dodds@doddsfamily. org.uk",https://ror.org/00fa9v295
10.1108/09552069410053812,Nigel Grinstead,Consultant,https://ror.org/0008kv292
10.1108/00251749710170493,Kazem Chaharbaghi,"East London Business School, London, UK",https://ror.org/001c2sn75
10.1108/01443579710182972,Jay B. Ghosh,"Faculty of Business Administration, Bilkent University, Ankara, Turkey",https://ror.org/02vh8a032
10.1108/09600039610116503,Niall Waters‐Fuller,"(Department of Management Studies, Napier Business School, Edinburgh, Scotland, UK)",https://ror.org/03zjvnn91
10.1108/02621719410071946,Hemant Rustogi,"Center for Leadership, University of Tampa, Florida, USA",https://ror.org/007h1g065
10.1108/09600039710162286,Stephen F. Pirog,"(W. Paul Stillman School of Business, Seton Hall University, South Orange, New Jersey, USA)",https://ror.org/007tn5k56
10.1108/09534819710160790,Jerry Biberman,"(School of Management, University of Scranton, Scranton, PA, USA and)",https://ror.org/05xwb6v37
10.1108/08858629810226663,Mary M. Long,"Assistant Professor of Marketing, College of Business Administration, Drexel University, Philadelphia, Pennsylvania, USA",https://ror.org/04bdffz58
10.1108/02683949810244947,Gintaras Choumentauskas,"(Human Study Centre, Vilnius, Lithuania)",https://ror.org/025yaka09
10.1108/02683949810370389,Jonathan A. Matheny,"(Groupe ESC Rennes, Rennes, France)",https://ror.org/02f08fz18
10.1108/02686909410060540,James W. Brackner,"(At the School of Accountancy, at Utah State University, Logan, Utah, USA.)",https://ror.org/00h6set76
10.1108/03068299810193416,Uday R. Sharma,"Ministry of Forests and Soil Conservation, Kathmandu, Nepal",https://ror.org/03pv43p79
10.1108/13639510010355440,Sergio Herzog,"Department of Sociology and Anthropology, University of Haifa, Haifa, Israel.",https://ror.org/02f009v59
10.1108/03090569510100696,Anders Tjernlund,"(Hewlett‐Packard Sverige AB, Stockholm, Sweden)",https://ror.org/059rn9488
10.1103/physrevb.65.233316,M. Y. Simmons,"Cavendish Laboratory, Madingley Road, Cambridge CB3 0HE, United Kingdom",https://ror.org/01gnx5040
10.1103/physrevb.65.245414,James A. Doig,"Department of Environmental and Ordnance Systems, Cranfield University, Royal Military College of Science, Shrivenham SN6 8LA, Swindon, United Kingdom",https://ror.org/03myaza48
https://doi.org/10.1103/physrevb.66.045402,D. Cvetko,"Department of Physics, University of Ljubljana, Slovenia, and Sincrotrone Trieste, Italy",https://ror.org/01c3rrh15
https://doi.org/10.1103/physrevc.66.014604,Swapan Das,"Nuclear Physics Division , Bhabha Atomic Research Centre , Mumbai, 400 085, India",https://ror.org/05w6wfp17
https://doi.org/10.1103/physrevc.66.015803,T. Rauscher,"Departement für Physik und Astronomie, Universität Basel, Klingelbergstrasse 82, CH-4056 Basel, Switzerland",https://ror.org/02s6k3f65
https://doi.org/10.1103/physrevd.66.023503,Eckehard W. Mielke,"Departamento de Física, Universidad Autónoma Metropolitana-Iztapalapa, P.O. Box 55-534, 09340 México D.F., Mexico",https://ror.org/02kta5139
https://doi.org/10.1103/physreve.65.066612,George N. Borzdov,"Department of Theoretical Physics, Belarusian State University, Minsk, Belarus",https://ror.org/021036w13
https://doi.org/10.1103/physreve.66.016602,C. P. Cristescu,"Polytechnic University of Bucharest, Department of Physics, 313 Splaiul Independentei, 77206 Bucharest, Romania.",https://ror.org/0558j5q12
10.1108/00070709710196481,John B. White,"(Associate Professor of Marketing, Department of Marketing, Georgia Southern University, Statesboro, Georgia, USA)",https://ror.org/04agmb972
10.1108/00242530110363262,A.A. Alemna,"(A.A. Alemna is Professor at the Department of Library and Archival Studies, University of Ghana, Legon, Ghana.)",https://ror.org/01r22mr83
https://doi.org/10.1108/00242530210421068,Christine Urquhart,"Christine Urquhart is Senior Lecturer at the Department of Information and Library Studies, University of Wales Aberystwyth, UK.",https://ror.org/015m2p889
https://doi.org/10.1108/08876049710171722,Victoria Bush,"(Assistant Professor of Marketing at the University of Mississippi, Mississippi, USA.)",https://ror.org/02teq1165
10.1108/01435129710157743,U. Selong Edem,"Senior Librarian at the University of Calabar, Calabar, Nigeria",https://ror.org/05qderh61
https://doi.org/10.1108/01437729810220419,Pat Walsh,"Victoria University of Wellington, New Zealand",https://ror.org/0040r6f76
10.1108/14635779710174927,José‐Luis Guerrero‐Cusumano,"Georgetown University, Washington DC, USA",https://ror.org/05vzafd60
https://doi.org/10.1108/01443570010330801,Harry Boer,"Aalborg University, Aalborg, Denmark",https://ror.org/04m5j1k67
https://doi.org/10.1108/01443579410067243,Jay Nathan,"St. John's University , Jamaica, New York, USA",https://ror.org/00bgtad15
https://doi.org/10.1108/01443579710167267,Billy Ng,"(Marist College, Division of Management Studies, Poughkeepsie, New York, USA)",https://ror.org/04wx3x242
10.1108/02621719410071946,Mary Anne Watson,"Center for Leadership, University of Tampa, Florida, USA",https://ror.org/007h1g065
https://doi.org/10.1149/1.1390845,B. L. Wu,"#N#bLaboratory of Electrochemistry, Department of Chemistry, Wuhan University, 42,000 Wuhan, China",https://ror.org/033vjfk17
10.1108/02635570010304815,Roger Alan Pick,"University of Missouri - Kansas City , Kansas City , Missouri , USA",https://ror.org/01w0d5g70
https://doi.org/10.1149/1.1390909,James A. Cox,"#N#aDepartment of Chemistry and Biochemistry, Miami University, Oxford, Ohio 45056, United States of America",https://ror.org/05nbqxr67
10.1108/13620439910295709,Richard H. Neale,"School of the Built Environment, University of Glamorgan, Pontypridd,  UK",https://ror.org/02mzn7s88
https://doi.org/10.1108/08876049910256122,Kenneth E. Clow,"Associate Professor of Marketing, Department of Management & Marketing, Kelce School of Business, Pittsburg State University, Pittsburg, Kansas, USA",https://ror.org/04hteea03
https://doi.org/10.1108/02656719510097507,T.G. King,"Universidade Metodista de Piracicaba, Brazil",https://ror.org/00shzgx32
https://doi.org/10.1108/14684520010350632,Karen K. Hein,"Karen K. Hein is Electronic Services Librarian at the University of Nebraska at Omaha, Omaha, Nebraska, USA.",https://ror.org/04yrkc140
10.1108/03068290210413029,Masudul Alam Choudhury,"University College of Cape Breton, Nova Scotia, Canada",https://ror.org/052y05165
https://doi.org/10.1108/03068299610121697,Brian Dollery,"Department of Economics, University of New England, Armidale, Australia",https://ror.org/04r659a56
https://doi.org/10.1108/03068299810233268,Giovanni Tondini,"(Facolta Di Economia E Commercio, Instituto De Scienze Economiche, Universita Degli Studi Di Verona, Verona, Italy)",https://ror.org/039bp8j42
https://doi.org/10.1108/03699420210420369,Bodo Müller,"(FHTE – University of Applied Sciences, Esslingen, Germany)",https://ror.org/056cezx90
https://doi.org/10.1108/07363769510095289,Betsy V. Boze,Professor of Marketing and Dean of the School of Business,https://ror.org/00b44sj21
https://doi.org/10.1108/07363769610115401,Anthony Lucas,(Anthony Lucas is a Senior Manager responsible for Ernst & Young’s marketing and sales consultancy services),https://ror.org/020kg3x12
https://doi.org/10.1163/15691640160048577,David Wood,Vanderbilt University,https://ror.org/02vm5rt34
10.1103/physrevb.66.035405,Y. K. Ho,"State Key Laboratory for Material Modification by Laser, Ion and Electron Beams, Institute of Modern Physics, Fudan University, Shanghai 200433, China",https://ror.org/03x8rhq63
10.1103/physrevc.66.015803,D. Hentschel,"Forschungszentrum Karlsruhe, Postfach 3640, D-76021 Karlsruhe, Germany",https://ror.org/04kdh6x72
10.1105/tpc.8.9.1601,M Nishimura,"Department of Cell Biology, National Institute for Basic Biology, Okazaki, Japan,",https://ror.org/05q8wtt20
10.1108/01425459810211331,David Walters,"South Bank Univ., London, UK",https://ror.org/02vwnat91
10.1108/00346659610129297,David Kilcast,"Leatherhead Food Research Association, Leatherhead, Surrey, UK",https://ror.org/04nw8w376
https://doi.org/10.1108/09526869410059664,Jenny Morris,"Research Fellow, York Health Economics Consortium,University of York, York, UK.",https://ror.org/04m01e293
10.1108/01443579510080553,Graham Hitchings,"University of Limerick, Ireland",https://ror.org/00a0n9e72
10.1108/01443579510090426,P. Aravindan,"PSG College of Technology, Coimbatore, India",https://ror.org/01sa9ng67
10.1108/14637150010352417,Peter E.D. Love,"Deakin University, Geelong, Australia",https://ror.org/02czsnj07
10.1108/01443589510076070,Nicolai Juul Foss,"(Institute of Industrial Economics and Strategy, Copenhagen Business School, Copenhagen, Denmark)",https://ror.org/04sppb023
10.1108/03090590210415867,Yunus Kathawala,"(Lumpkin College of Business and Applied Sciences, Eastern Illinois University, Charleston, Illinois, USA)",https://ror.org/035z2ew45
10.1108/01604959910303307,Catherine Coy,"(Catherine Coy is Program Director (catherine@poetshouse. org), at the Poets House, New York, USA.)",https://ror.org/04yxhmf18
https://doi.org/10.1108/02621719410071946,Hemant Rustogi,"Center for Leadership, University of Tampa, Florida, USA",https://ror.org/007h1g065
10.1108/02632779610117099,Jon Robinson,"(Jon Robinson is based at A.T. Cocks and Partners, Melbourne, Victoria, Australia)",https://ror.org/014vqg108
10.1108/02635579710176777,Sooun Lee,"Department of Decision Sciences and Management Information Systems, RTF School of Business Administration, Miami University, Oxford, Ohio, USA",https://ror.org/03gcvf773
https://doi.org/10.1108/09566169510090805,Yung‐Tse Hung,"(Professor of Civil Engineering at Cleveland State University, Cleveland, Ohio, USA.)",https://ror.org/002tx1f22
10.1108/02656719610150588,Sameer Prasad,"Department of Management, College of Business and Economics, University of Wisconsin at Whitewater, Whitewater, Wisconsin, USA",https://ror.org/049hrzs50
10.1161/01.atv.0000015445.22243.f4,G. Di Minno,"the Centre for Cardiovascular Genetics (E.H., S.E.H.), Rayne Institute, Royal Free and University College Medical School, London, England",https://ror.org/01ge67z96
10.1108/09596119710164795,Darren Lee‐Ross,"(The Worshipful Company of Cooks Culinary Research Unit, Bournemouth University, Poole, Dorset, UK)",https://ror.org/05wwcw481
https://doi.org/10.1134/1.1490020,S. A. Astashkevich,"Institute of Physics, St. Petersburg State University, Peterhof, St. Petersburg, Russia",https://ror.org/029bjdf19
https://doi.org/10.1103/physreve.66.016201,V. N. Chizhevsky,"B. I. Stepanov Institute of Physics, National Academy of Science of Belarus, 220072 Minsk, Belarus.",https://ror.org/02j8pe645
10.1103/physreve.66.016403,P. Minelli,"Department of Chemistry, University of Bari, Bari, Italy",https://ror.org/027ynra39
10.1103/physrevlett.89.061802,D. N. Shatilov,"Budker Institute of Nuclear Physics, Novosibirsk 630090, RUSSIA",https://ror.org/03e5eem51
https://doi.org/10.1145/513001.513003,William W. Symes,"Rice University (Houston, TX)",https://ror.org/008zs3103
10.1118/1.1487421,N. Reynaert,"Department of Medical Physics, Ghent University, Proeftuinstraat 86, B‐9000 Gent, Belgium",https://ror.org/00cv9y106
https://doi.org/10.1108/00070709710196481,Linda S. Munilla,"(Associate Professor of Marketing, Department of Marketing, Georgia Southern University, Statesboro, Georgia, USA)",https://ror.org/04agmb972
https://doi.org/10.1108/01435129910251575,Joseph Kiplang’at,"(Joseph Kiplang’at is Lecturer in the Faculty of Information Sciences, Moi University, Kenya)",https://ror.org/04p6eac84
https://doi.org/10.1108/13527599510084812,Ian Brooks,"(Principal Lecturer at Nene College, Faculty of Management and Business, Northampton, UK)",https://ror.org/05j27jv73
10.1108/00346659610129297,Sheela Reddy,"Leatherhead Food Research Association, Leatherhead, Surrey, UK",https://ror.org/04nw8w376
https://doi.org/10.1108/08858629810206197,Alexandra J. Campbell,"(Assistant Professor of Marketing, Faculty of Business Administration, York University, North York, Ontario, Canada)",https://ror.org/04m01e293
https://doi.org/10.1108/01435120010342789,Jianzhong Wu,"(Jianzhong Wu is Deputy Director, Shanghai Library, Shanghai, People’s Republic of China.)",https://ror.org/022d5rd48
https://doi.org/10.1108/01435129910276217,Graham P. Cornish,(Graham P. Cornish is President Elect of the Library Association.),https://ror.org/03eg6ys02
https://doi.org/10.1108/09649429510102116,Susan Dann,"(Lecturer in the Faculty of Commerce and Administration, Griffith University, Queensland, Australia.)",https://ror.org/02sc3r913
https://doi.org/10.1108/01437739810242522,Darwish A. Yousef,"United Arab Emirates University , Al Ain , United Arab Emirates",https://ror.org/01km6p862
https://doi.org/10.1108/01443579610151760,A. Jansen,"Tilburg University, Department of Econometrics, The Netherlands",https://ror.org/04b8v1s79
10.1149/1.1390836,Carol Gibbons,"School of Chemical and Life Sciences, University of Greenwich, Woolwich, London SE18 6PF, United Kingdom",https://ror.org/00bmj0a71
10.1108/13620439910279789,Jeff Gold,"(Senior Lecturer, School of Human Resource Management, Leeds Metropolitan University, Leeds, UK, and Editor of Career Development International)",https://ror.org/02xsh5r57
10.1149/1.1393897,S. Böhm,"Department of Materials Engineering, University of Wales Swansea, Swansea SA2 8PP, United Kingdom",https://ror.org/053fq8t95
10.1108/02686909610105575,Philomena Leung,"(Associate Professor, Royal Melbourne Institute of Technology, Australia)",https://ror.org/04ttjf776
10.1108/08876049810212248,Lois A. Mohr,"Assistant Professor of Marketing, Georgia State University, Atlanta, USA",https://ror.org/03qt6ba18
10.1108/03068290210413029,Masudul Alam Choudhury,"University College of Cape Breton, Sydney,  Nova Scotia, Canada",https://ror.org/052y05165
10.1103/physreve.66.016403,C. Gorse,"Department of Chemistry, University of Bari, Bari, Italy",https://ror.org/027ynra39
10.1161/01.cir.0000015076.37047.d9,Thomas K. Welty,"the University of Oklahoma School of Public Health Services, Oklahoma City (E.T.L.)",https://ror.org/02aqsxs83
10.1108/01443579610119117,Satya S. Chakravorty,"(Michael J. Coles School of Business, Kennesaw State College, Kennesaw, Georgia, USA)",https://ror.org/00jeqjx33
10.1108/01604959810368965,Margaret J. Sylvia,"(Assistant Director for Technical Services, St Mary’s University Academic Library, San Antonio, Texas, USA)",https://ror.org/03fvnza37
https://doi.org/10.1108/02634509710165939,Marilyn M. Helms,"(University of Tennessee at Chattanooga, Chattanooga, Tennessee, USA)",https://ror.org/00nqb1v70
https://doi.org/10.1108/14637150010345505,Chittipa Ngamkroeckjoti,"Asian Institute of Technology, Thailand",https://ror.org/0403qcr87
https://doi.org/10.1108/08880459710159528,Kathryn Covier Hannah,"(Kathryn Covier Hannah is a consultant specializing in fundraising, training and board development for libraries and library support groups. She lives in Sacramento, USA)",https://ror.org/053mpbz30
10.1108/02689239410052577,Philip J. Ayres,"Nuffield Institute for Health, Leeds, UK",https://ror.org/01w2zd907
https://doi.org/10.1103/physrevb.66.045405,Ruben Weht,"Depto de Fisica, Comision Nacional de Energia Atomica, Avda. del Libertador 8250, 1429 Buenos Aires, Argentina",https://ror.org/01xz39a70
https://doi.org/10.1108/09534819610113748,Paul J. Champagne,"(Old Dominion University, Norfolk, Virginia, USA)",https://ror.org/04zjtrb98
https://doi.org/10.1108/00242539610115281,Ann Roselle,University of Botswana; Gaborone; Botswana,https://ror.org/01encsj80
10.1108/09590559610119901,Peter Jones,"(Peter Jones is Professor of Retailing and Marketing, Department of Retailing and Marketing, The Manchester Metropolitan University, Manchester, UK)",https://ror.org/02hstj355
10.1108/14637150010345479,P.D. Gardiner,"Heriot‐Watt University, Edinburgh, UK",https://ror.org/04mghma93
https://doi.org/10.1108/03068299710161205,Hsu O’Keefe,"Department of Economics and Finance, Fairleigh Dickinson University, New Jersey, USA",https://ror.org/04wkzvc75
https://doi.org/10.1108/09590559510098681,Mike Pretious,"(Lecturer in Marketing at the Department of Business Studies, University of Abertay, Dundee, Scotland.)",https://ror.org/04mwwnx67
https://doi.org/10.1108/10610429910284210,Donald G. Norris,"Associate Professor of Marketing, Richard T. Farmer School of Business, Miami University, Oxford, Ohio, USA",https://ror.org/05nbqxr67
10.1108/09526869510098840,Binshan Lin,"Louisiana State University‐Shreveport, Shreveport, Louisiana, USA",https://ror.org/02c4cbt39
https://doi.org/10.1108/02686909410054727,Vernon Dorweiler,"Associate Professor of Management and Law at the Schoolof Business, Michigan Technological University",https://ror.org/0036rpn28
https://doi.org/10.1108/02686909610105575,Clive M.H. Mathews,"(Senior Lecturer, Royal Melbourne Institute of Technology, Australia)",https://ror.org/04ttjf776
https://doi.org/10.1108/03068299910229514,Roman Grynberg,"Department of Economics and the Department of Accounting and Financial Management, University of the South Pacific, Suva, Fiji",https://ror.org/008stv805
https://doi.org/10.1103/physreve.65.066211,I. Rotter,"Max Planck Institute for the Physics of Complex Systems, Max Planck Society",https://ror.org/01bf9rw71
https://doi.org/10.1103/physrevb.66.033107,A. F. Morpurgo,"Department of Applied Physics and DIMES, Delft University of Technology, Lorentzweg 1, 2628 CJ Delft, The Netherlands",https://ror.org/02e2c7k09
10.1103/physrevb.66.014427,Gérard Demazeau,"Institut de Chimie de la Matière Condensée de Bordeaux (ICMCB) UPR-CNRS 9048, 87 Avenue A. Schweitzer, 33608 Pessac Cedex, France",https://ror.org/01nw6qk38
https://doi.org/10.1108/09564239810210451,Carol Surprenant,"Associate Professor, University of Rhode Island, Kingston, Rhode Island, USA",https://ror.org/013ckk937
10.1108/01425459610151457,David Walters,"South Bank University , London, England",https://ror.org/02vwnat91
10.1108/02621719610117259,David Marshall Hunt,"The University of Southern Mississippi, Hattiesburg, Mississippi, USA",https://ror.org/0270vfa57
https://doi.org/10.1149/1.1390731,J. Silver,"Centre for Phosphors and Display Materials, University of Greenwich, Woolwich, SE18 6PF, United Kingdom",https://ror.org/00bmj0a71
10.1108/09552069710187118,Mayeh Abu Omar,"Teaching Fellow, The Nuffield Institute for Health, University of Leeds, Leeds, UK",https://ror.org/01w2zd907
10.1108/08876049410053276,Anil Mathur,"(Assistant Professor of Marketing at Hofshra University, Hempstead, New York)",https://ror.org/03pm18j10
https://doi.org/10.1103/physrevb.66.033405,Guido Ketteler,"FU Berlin, Fachbereich Biologie, Chemie, Pharmazie, Takustr. 3, 14195 Berlin, Germany",https://ror.org/046ak2485
https://doi.org/10.1108/09653569510088050,Dennis Parker,"(Professor of Geography and Environmental Management, Flood Hazard Research Centre, School of Geography and Environmental Management, Middlesex University, Enfield, UK)",https://ror.org/01rv4p989
https://doi.org/10.1108/09684880010356192,Chris Dillon,Chris Dillon is with the Faculty of Technology at the Open University.,https://ror.org/05mzfcs16
https://doi.org/10.1108/01443579610106328,Kazem Chaharbaghi,"East London Business School, University of East London, Dagenham, UK",https://ror.org/057jrqr44
10.1108/09576059710187375,John V. Chelsom,"(Professor of Procurement Management, Systems Science Department, City University, London, UK)",https://ror.org/04489at23
10.1108/09555340210420091,Campbell Fraser,"(Campbell Fraser is Senior Lecturer at the School of Management, Griffith University, Brisbane, Australia.)",https://ror.org/02sc3r913
https://doi.org/10.1108/08858629810213351,Paul Herbig,"Marketing Department, Texas A&M International University, Laredo, Texas, USA",https://ror.org/028861t28
https://doi.org/10.1108/02635579610114910,Paul Herbig,"At the Department of Management/Marketing, College ofCommerce and Business Administration, Jacksonville State University,Alabama, USA.",https://ror.org/014wfj781
https://doi.org/10.1108/10610429510083703,Nessim Hanna,"is a Professor at the Department of Marketing, Northern Illinois University, DeKalb, Illinois.",https://ror.org/012wxa772
10.1108/00070709610150914,Jess S. Boronico,"(School of Business Administration, Monmouth University, West Long Branch, New Jersey, USA)",https://ror.org/01d6qxv05
https://doi.org/10.1108/09544780210413228,Andrew Robson,"Newcastle Business School, University of Northumbria at Newcastle, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
https://doi.org/10.1108/01443579510090426,S.R. Devadasan,"PSG College of Technology, Coimbatore, India",https://ror.org/01sa9ng67
https://doi.org/10.1108/02635579410059446,Rajeev Kaula,"(Assistant Professor in the Computer Information Systems Department at the Southwest Missouri State University, Missouri, USA.)",https://ror.org/01d2sez20
10.1108/02637479710168892,David Hillier,"Senior Lecturer in Geography at the University of Glamorgan, Pontypridd, Wales, UK",https://ror.org/02mzn7s88
https://doi.org/10.1108/02689239410052577,Philip J. Ayres,"Nuffield Institute for Health, Leeds, UK",https://ror.org/01w2zd907
10.1103/physreva.66.014303,Yi-Xin Chen,"Zhejiang Institute of Modern Physics and Department of Physics, Zhejiang University, Hangzhou 310027, People's Republic of China",https://ror.org/03x8rhq63
https://doi.org/10.1108/01443589910252566,Franklin G. Mixon,"Department of Economics and International Business, University of Southern Mississippi, Hattiesburg, USA",https://ror.org/0270vfa57
10.1108/01604959610113888,Julie Banks,"(Associate Professor at Kent Library, Southeast Missouri State University, Cape Girardeau, Missouri, USA)",https://ror.org/010n41y16
10.1108/03684920010342224,Andrew Adamatzky,"Intelligent Autonomous Systems Lab, University of the West of England, Bristol, UK",https://ror.org/02nwg5t34
10.1108/09576069910264420,Michael Hughes,"University of Portsmouth, Portsmouth, UK",https://ror.org/03ykbk197
https://doi.org/10.1108/09566160010372734,Frank Birkin,"Business School, Staffordshire University, Stoke‐on‐Trent, UK",https://ror.org/00d6k8y35
https://doi.org/10.1108/01443579610106328,Kazem Chaharbaghi,"Cranfield University, Cranfield, Bedford, UK",https://ror.org/05cncd958
https://doi.org/10.1108/10610429610152822,Paul Herbig,"Marketing Department, Texas A&M International University, Laredo, Texas, USA",https://ror.org/028861t28
10.1108/02635579910301793,David C. Yen,"Department of Decision Sciences and Management Information Systems, RTF School of Business Administration, Miami University, Oxford, Ohio, USA",https://ror.org/05nbqxr67
https://doi.org/10.1108/09526869710167012,Keith Hurst,"Nuffield Institute for Health, University of Leeds, UK",https://ror.org/01w2zd907
10.1108/02635579410072117,John C. Milewicz,"At the Department of Management/Marketing, College ofCommerce and Business Administration, Jacksonville State University,Alabama, USA.",https://ror.org/014wfj781
https://doi.org/10.1108/09566169710166557,David Woodward,"Division of Accounting & Finance, Staffordshire University Business School, UK",https://ror.org/00d6k8y35
https://doi.org/10.1108/02686909810226560,Malcolm Smith,"Professor of Accounting, Faculty of Business and Management, University of South Australia, Adelaide, Australia",https://ror.org/01p93h210
https://doi.org/10.1108/02689239610127798,Philip J. Ayres,"Nuffield Institute for Health, Leeds, UK",https://ror.org/01w2zd907
10.1108/00251740010326324,David Floyd,University of Sunderland; Sunderland UK,https://ror.org/04p55hr04
https://doi.org/10.1108/09576059810226802,Ashok Kumar,"Ashok Kumar is in the Department of Management, Grand Valley State University, West Fulton, Grand Rapids, Michigan, USA",https://ror.org/001m1hv61
10.1108/01437729810220419,Peter Brosnan,"Griffith University, Brisbane, Australia",https://ror.org/02sc3r913
https://doi.org/10.1108/09604520010345731,Andrew Robson,"Newcastle Business School, University of Northumbria at Newcastle, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
https://doi.org/10.1108/02637479610124972,Stuart Gronow,"Stuart Gronow is Professor of Real Estate Appraisal, Centre for Research in the Built Environment, University of Glamorgan, Pontypridd, UK",https://ror.org/02mzn7s88
https://doi.org/10.1108/02686909810226560,Ann Hart,"Postgraduate student, Faculty of Business and Management, University of South Australia, Adelaide, Australia",https://ror.org/01p93h210
10.1108/02656719610124244,Yunus Kathawala,"School of Business , Eastern Illinois University , Charleston , Illinois , USA",https://ror.org/035z2ew45
https://doi.org/10.1108/09588689710167852,David Woodward,"Business School, Staffordshire University, Stoke‐on‐Trent, UK",https://ror.org/00d6k8y35
10.1108/02683949810244947,Dean Taylor,"Personnel Selection Research Group University of Wales, Swansea, UK",https://ror.org/053fq8t95
https://doi.org/10.1108/00251749710160124,Richard Teare,"(Professor and Associate Head, Department of Service Industries, Bournemouth University, Poole, UK.)",https://ror.org/05wwcw481
https://doi.org/10.1108/02637479710168892,Peter Jones,"(Peter Jones is Professor of Retailing and Marketing, Department of Retailing and Marketing, The Manchester Metropolitan University, Manchester, UK)",https://ror.org/02hstj355
https://doi.org/10.1108/01437729810220419,Peter Brosnan,"Griffith University, Brisbane, Australia",https://ror.org/02sc3r913
https://doi.org/10.1108/09588689710167852,David Woodward,"Division of Accounting & Finance, Staffordshire University Business School, UK",https://ror.org/00d6k8y35
10.1108/09552069610153062,Mark C. Hackett,"(Chief Executive of Birmingham Women’s Health Care NHS Trust, Edgbaston, Birmingham, UK)",https://ror.org/00xe5zs60
https://doi.org/10.1108/09604529710186651,Barrie G. Dale,"Manchester School of Management, UMIST, Manchester, UK",https://ror.org/03xxxrq06
https://doi.org/10.1108/02621719610146248,Elizabeth Vaughan,"Glasgow Caledonian University, Glasgow, UK",https://ror.org/03dvm1235
10.1108/09604529810222550,Walter Willborn,"Walter Willborn is at the Faculty of Management, University of Manitoba, Winnipeg, Manitoba, Canada",https://ror.org/02gfys938
https://doi.org/10.1103/physrevb.66.012409,A. Mirmelstein,"Institute for Metal Physics RAS, 620219 Ekaterinburg GSP-170, Russia",https://ror.org/01azrym08
https://doi.org/10.1103/physrevb.66.024417,Alberto Verdini,"INFM, TASC Laboratory, S.S. 14 Km 163.5, I-34012 Trieste, Italy",https://ror.org/01dt7qh15
https://doi.org/10.1108/02632770210426684,Andrew Brown,"(Andrew Brown is a Lecturers at Heriot‐Watt University, Edinburgh, UK.)",https://ror.org/04mghma93
10.1108/01443570010330801,Frans A.J. Ruffini,"Twente University, Enschede, The Netherlands",https://ror.org/006hf6230
10.1108/02686909410056338,Lindsay C. Hawkes,"(Lecturer in the Department of Accountancy, Massey University, Palmerston North, New Zealand)",https://ror.org/052czxv31
https://doi.org/10.1108/02683949810244947,Dean Taylor,"Personnel Selection Research Group University of Wales, Swansea, UK",https://ror.org/053fq8t95
