record_id,doi
rec-sha256-d2a8857602208888b98a75a5736b7ca9bfa0bf4c45a3e899c7063c4adcb9208c,https://doi.org/10.1063/1.1480121
rec-sha256-9baa16f290cc47eccb5fdce5a2f55b2efaf4fde911760842711e20b63c9292a9,https://doi.org/10.1063/1.1480263
rec-sha256-84cc0059c4e33f8cb31cc6b62dd604f9f09120b8b9bfe064df23e1f0988c3dae,https://doi.org/10.1063/1.1480264
rec-sha256-00d84a0eb278cf4d6aa719f47a99b21c8c2db664ea2a93544b177249def2e7c7,https://doi.org/10.1063/1.1480478
rec-sha256-e14c2221e2b1f0e69e3acd6ecd067a8e2f196d03bb64137c3ad16a6b3aa9f3fb,https://doi.org/10.1063/1.1480857
rec-sha256-140a9c684337b0ca52fe68573074035754597ad7d4e0951811d61d27b820134b,https://doi.org/10.1063/1.1480858
rec-sha256-1ee6773d8b1e9bf51554dbe86957f8a8b1a99d8a548cb6ff2f8b799cde8efa1c,https://doi.org/10.1063/1.1480860
rec-sha256-f7ee26eac76295d921b10ba3ca40a7384af345686329cd0410d15312dca3895b,https://doi.org/10.1063/1.1480871
rec-sha256-b0eb5bfe195ef2dd98f9373e1f413ce536a4de8a015eb4d7eb9c861f74a93228,https://doi.org/10.1063/1.1481199
rec-sha256-54739df623136c1b9f2d638b951b173a003f29a1e746f6da89e3ccfb88ed6322,https://doi.org/10.1063/1.1481776
rec-sha256-c1620265382e8759c780f60284dfcd79cdce08548d260af9481c6cc34fd3b358,https://doi.org/10.1063/1.1481778
rec-sha256-02ebba2c50eee4f1feee8d300994fc4773c4d3f27d725ba28926ea68934c458e,https://doi.org/10.1063/1.1481856
rec-sha256-052ea275c248c5bac9ff4ce9921c1733c7e9f7b7ca2464146aa8f2f026d3d28f,https://doi.org/10.1063/1.1481857
rec-sha256-2963ad9f3315062242b6618cf2758411f5953009507a20786726918584bffc4f,https://doi.org/10.1063/1.1481961
rec-sha256-f2950e25bf43ba44d13361c8358f42a631a50673d4004d423b017f5318349f34,https://doi.org/10.1063/1.1481963
rec-sha256-43b8adb1266c4a9e10bfe520ded0fadb586c86171c3650cac37c1b10ebb04d9a,https://doi.org/10.1063/1.1481969
rec-sha256-bf02dc590b1c03935484c9ba76fcbdc7c040dfa7d8bf6185a476aed7ac3dbf88,https://doi.org/10.1063/1.1482150
rec-sha256-cb999af9fb158a2be315c0b437f522a7fbd2ea8a97ed7e4b071df6d1323408bd,https://doi.org/10.1063/1.1482423
rec-sha256-b89a4bf0a002aec3cb3d2ae047de7d2f1b4a37294aea04a97cfdcedc4955d247,https://doi.org/10.1063/1.1482765
rec-sha256-83d49b430cd1c020d52ae60ab37e068fef4d5be8fa8fe7b13d2b80298adf6079,https://doi.org/10.1063/1.1483132
rec-sha256-4710f4c20734f43d6cf0f66dedf96d388d25558e1b04cefd763319fa5d08d045,https://doi.org/10.1063/1.1483257
rec-sha256-a4a767eec7625f6534e7cd0524a47788c2620026d69e4621c0b5280c81a9876a,https://doi.org/10.1063/1.1483369
rec-sha256-ead47a636d1eb8675a94dbd1df0946aa9224249969c5ffbcaf45e7dccbf540ab,https://doi.org/10.1063/1.1483373
rec-sha256-a3bf35c04608969b8aa0b6cf68d0dbcd6f5f65d7e51ccafa9469131976f1a069,https://doi.org/10.1063/1.1483374
rec-sha256-562a9fd264d993256598c385dc1c34dccfbcd72a84a10bf2c4400beee7783e8e,https://doi.org/10.1063/1.1483380
rec-sha256-94ced6584bee1c329f0b1efe5aeac8e57371dcab8701c6da2271733e2d6df7bd,https://doi.org/10.1063/1.1483394
rec-sha256-ed4df82db6de4ad3f003cb5af9f1a76f62f063b3ac55c097092fb1ba6c6cf82b,https://doi.org/10.1063/1.1483852
rec-sha256-ccfa3b4b0ead554afa156314bc551e10a4867977aa0dec5ca56bd1ee25a483a0,https://doi.org/10.1063/1.1483912
rec-sha256-cd3e4a3e97b8d3cc82075654e4da3b018abce7824e2500d272594e1980e79d31,https://doi.org/10.1063/1.1484236
rec-sha256-24d38fe35386333654486239591c6b1cce1671dfd98aace24dd8c141254eef89,https://doi.org/10.1063/1.1484255
rec-sha256-971b633222ceb9dd68068fd4588938723dfabfd1549d6fbc963807ca4194901e,https://doi.org/10.1063/1.1484388
rec-sha256-8bada35b3b563aa951c962bd0f0cc17df45b95218a6e4786c6d220dc854d9785,https://doi.org/10.1063/1.1485721
rec-sha256-fe180c66fb9c222978f6d7d181416a7532bd92135c6d0eea6ab75578549d41a7,https://doi.org/10.1063/1.1485761
rec-sha256-dad7bbf6913113730b1dc1470345b9ec083c8494632c8c9423c06ffb7d350492,https://doi.org/10.1063/1.1485963
rec-sha256-c49eb80c469a9fde828ec3e9631621597c8e619ec13fc3ac1ee8e04f87f9dac9,https://doi.org/10.1063/1.1485964
rec-sha256-3d9e2a4fbe3f4a10987e0bbfe3f6fd5cd4913ce8ef31f5f6db80130e9e1c0cdd,https://doi.org/10.1063/1.1486025
rec-sha256-28f094d7711db71a6d2ea453f4f13bfd725b3bda1a7c8f5fc6fc6de855f3b500,https://doi.org/10.1063/1.1486036
rec-sha256-5ad7f51aafc2cdd56762705171160dbdf696d033bea92f24c3585abd2c6ccd85,https://doi.org/10.1063/1.1486052
rec-sha256-225ac91f31eed2701d880c9de9e6277c4ef1e22b5c65cbc0742edb8e36e7aaed,https://doi.org/10.1063/1.1486253
rec-sha256-d29f9a65f35a7544ffe8611f6359a70b0830e203bae61ec6645e0b93c0d360bb,https://doi.org/10.1063/1.1486257
rec-sha256-236a81020c2a72158e34667e0841a70d49e2ace2ad036fb5e362929c334aae9d,https://doi.org/10.1063/1.1486445
rec-sha256-25d3bed103561fe026c67136b3b80a30948cfcea7394abc0010dc2f59ad5691d,https://doi.org/10.1063/1.1486450
rec-sha256-fa65df6267af6f0383e0c3ee189397c3560adc263a444123c7f34f4174b2a81d,https://doi.org/10.1063/1.1487374
rec-sha256-a6db03dfc2a044327d9ca2ca4d02fea5fb3d6682b19d5f2a2a58cd60827c1b23,https://doi.org/10.1063/1.1487440
rec-sha256-dc367fa772b102883a1580b6765bbd5e21cbdbf413960fdeb9de81c1df772ee6,https://doi.org/10.1063/1.1487441
rec-sha256-64670c08882142beab43a26e47b3070809cbbade65558b952762e809bf0de2d0,https://doi.org/10.1063/1.1487896
rec-sha256-c4499a3d1a77022cf1ab031dfc994f5b44a754ddcee276fa0251ecc753705000,https://doi.org/10.1063/1.1487911
rec-sha256-2ea4458368ea1adcb17c04f3c6c409658424cd7bf0d86646c8a1706fb20385cf,https://doi.org/10.1063/1.1487916
rec-sha256-b7b191f51f2a2ad03d8960b153b473a52942e4f2deccfe8a2f59dc5607fbc659,https://doi.org/10.1063/1.1488245
rec-sha256-6b435236f1ec1cebd9515d5da008d3e776b026cda3d73cacb688531f5e70fdb0,https://doi.org/10.1063/1.1488246
rec-sha256-54dab412230144eb0d85556b23a9088e3d7079b2e9c67a642c68b1893c1080db,https://doi.org/10.1063/1.1488575
rec-sha256-3fb08abba022c5d0d9c885b2d53ef2ac07f06a946282a4e610ec10ec27b6c369,https://doi.org/10.1063/1.1488586
rec-sha256-b547983007f622d84584578b17bb09dbc360ce508faf55d0aca8500cc13d1f6d,https://doi.org/10.1063/1.1488690
rec-sha256-421b795e9df197708668a937d4aa6b3fb3b21db45b37575ae97a2b4ae99edc04,https://doi.org/10.1063/1.1488922
rec-sha256-a53ee1b58ac49415c9ce517e999f87ab57fdf2d55f759b1793edf54f807064aa,https://doi.org/10.1063/1.1488929
rec-sha256-0815e39168a5a2b242d0c72d127ecfba753168968754ae877e9ce400618733e9,https://doi.org/10.1063/1.1489495
rec-sha256-95977aee524d72b55a39fac4b2bc1f6d1c15d3a862cc16d9e3e50d337c854d7a,https://doi.org/10.1063/1.1489715
rec-sha256-e5c9e47ccd39d6833a8c8fa2cb6bbfc1931a2e6c98d32d3b34fe6bd6200bde09,https://doi.org/10.1063/1.1489904
rec-sha256-8f1fe6e0a1b43917ab3d4cf92a486d55c74305a44377a9d367969f551e2b049b,https://doi.org/10.1063/1.1490156
rec-sha256-390bb6287ab07d36783acf7656daf2144a8e6575cdf0f8a12b1f22695dac5552,https://doi.org/10.1063/1.1490394
rec-sha256-0a3eedbe3f779b2a587ba5376fed3894736f8db54213c02600b36dd8979e2298,https://doi.org/10.1063/1.1490626
rec-sha256-b84a22bf14da1ba3d91910d30dc927ae49b56fcad87df91ebdf643ad96882bbb,https://doi.org/10.1063/1.1490632
rec-sha256-3513d6237a7db4234f2e4531c0e0757718011cffff5cf78f25c2d316e5cb13ac,https://doi.org/10.1063/1.1491002
rec-sha256-640259d921c810fa97d9d578034ae78dd375a8581c75960e1a4a37ae3620595a,https://doi.org/10.1063/1.1491175
rec-sha256-244b36f99ccd09020c77521a0c9fad25f3a94fd8d664e494f93c472ef0a36ec2,https://doi.org/10.1063/1.1491181
rec-sha256-b78da0c8605b67ad3420a0519e421c99af1eef1379cf50bfedc3e3b8b2c85d6b,https://doi.org/10.1063/1.1491184
rec-sha256-9f1fba2b6aad4cd265f28bcd403033d17ea26859cb378ca8038b4eb76842ccbe,https://doi.org/10.1063/1.1491186
rec-sha256-dda3f12de68b15e76b74c6fe40728a9afe1b4585701313374e4634a746a73c09,https://doi.org/10.1063/1.1491587
rec-sha256-66d1fdd253024556f5c71a88bb5e72a2dbb4b44f6362b50454dcc81f4e1bd38e,https://doi.org/10.1063/1.1492021
rec-sha256-5c0e717ba4be441075c6a5e2f445c4225414539e3715bdee3b0bd93ee0a39f32,https://doi.org/10.1063/1.1492022
rec-sha256-f5dec1029818b39c8ed3d238fa71ee66ef3cf88f24110808ed74883fd3bf4dee,https://doi.org/10.1063/1.1492854
rec-sha256-b2cd0449424c8c01cb8044c9cb46bec0ea983c894108b6d4d64a35efef77216c,https://doi.org/10.1063/1.1493230
rec-sha256-a22e39ae36e737149ffff1cdf2a60e99d4227d57c14cf100514c1fc1dd8360a4,https://doi.org/10.1063/1.1494109
rec-sha256-6a3c8507c6697ddadb641d43e7ad2d3be53d2bad0a1a4e68cf68868f156e367b,https://doi.org/10.1063/1.1494115
rec-sha256-4cae702d6381975b74ed6eac8bed83f4569f2f14b98e6dfde060c08157254900,https://doi.org/10.1063/1.1494120
rec-sha256-4570d2bce167cc26f94845a73ad576e11879a058649d271d09dd322a76cb5966,https://doi.org/10.1063/1.1494454
rec-sha256-839cb8b49ec29e12b9997c3538f6fc1b90f84e4a24fb420aaa8eb96ab4fc8fef,https://doi.org/10.1063/1.1494864
rec-sha256-027da726e7fe263388ad7ed0c0ec623cc5c5b01506bea9bc734e45dab5545a22,https://doi.org/10.1063/1.1495089
rec-sha256-c7017d8974f83a69084a57c279151f073ea315dda087a80bc97e1cee1b34dc51,https://doi.org/10.1063/1.1495090
rec-sha256-c8a3c28c8797a785884ccb2c093683d6edcf20386b2f6412836561742c7d1636,https://doi.org/10.1063/1.1495545
rec-sha256-eb7ccae73b5be09dac7323ee9573dd09427ee65765085f040fac011c1fa75ba8,https://doi.org/10.1063/1.1495902
rec-sha256-dd06b63ae3e73c98a29979aee45937309c8ff33ec2d914fa88977dc828a97ab9,https://doi.org/10.1063/1.1496131
rec-sha256-894704a8eb6f45507b739dafa118f12e1ef8c0707bee7081d88858fa7b36f369,https://doi.org/10.1073/pnas.082148899
rec-sha256-6d41170616c9e8903080d0c1d27ac922d13e0bffc1306b25884bfe3a88f3576b,https://doi.org/10.1073/pnas.082223899
rec-sha256-9af672730140c22de0c7454051cb74e8a53578e86f277f4ff64a3ea3b14e2e02,https://doi.org/10.1073/pnas.092025499
rec-sha256-cfaf55ef14fa0c9c3fc0498f8a5eb5071e6daad06cbe9a9bc89ef005d091ba3e,https://doi.org/10.1073/pnas.092129899
rec-sha256-3c3c8f5a571ff8862eb072c3532f4ecae036b548baba602708f0a7d87355b734,https://doi.org/10.1073/pnas.092137199
rec-sha256-ab1c1bb2eb55963c0a37e2c3faa1eec22f3b4f5c4bde3214dd1f828d450f8268,https://doi.org/10.1073/pnas.102291599
rec-sha256-f93ed4d563fac026ae150378a36bc680385c7c66aab61dbb79d9b58a18bf5312,https://doi.org/10.1073/pnas.102304299
rec-sha256-4ad4459f661c81b141a9b67b4ad5890b0111b74dbd4b382ad676489eb71e3e1d,https://doi.org/10.1073/pnas.102306999
rec-sha256-6b193c5b45fdfd24dcfd14952f51472b4444438023c52320fd0e0976927a3534,https://doi.org/10.1073/pnas.112217899
rec-sha256-d5cd52df6abfe3ac9a3ada0c78c4ba9175e362f0fcee93a8edf79ec81683be45,https://doi.org/10.1073/pnas.122061399
rec-sha256-250ebb29dc1ee649805691f2c003413ba7db04de431dc0f3a48c897b0b102b5f,https://doi.org/10.1073/pnas.132178099
rec-sha256-7db55720d1ce0d469f6c3bcefde8f86ccdc155f0a6e5cdb5727e2ea6d7ac54ed,https://doi.org/10.1073/pnas.132253599
rec-sha256-37374eebaca6d931fbff116916c1aba9bee735ad7e0f42c25278e8024ab77ee1,https://doi.org/10.1073/pnas.132259899
rec-sha256-c2a786226f08ba0c374d4bfc3d1368955def9ba59944f1dbe9e0d40eb234e508,https://doi.org/10.1073/pnas.132275399
rec-sha256-593d3ab6bb3ee13162869e7803520e33f201a43a977806c4deaf700e79a11690,https://doi.org/10.1073/pnas.132277799
rec-sha256-e41377dd4eb07295be2a863d8096f0751f4a0c0ee0e187398faa3673e9ecf8d1,https://doi.org/10.1073/pnas.132630999
rec-sha256-6449e1c880bf67f77f2f6258d5c16d684f679b8bac2ce4d365e16fa2c845b5f1,https://doi.org/10.1073/pnas.132711799
rec-sha256-bcd0312257714f61a5ee403df6c394be4a763978481ad0d8e9a350ac72b06e85,https://doi.org/10.1073/pnas.142100999
rec-sha256-422a97afcd848086609fa0f0af76f8d8c68fc325c3c903bc040416cbd8c496b4,https://doi.org/10.1073/pnas.152085999
rec-sha256-8946f90bba20a3d4e10757c2d63551b70db0aa10b50e355d7282ef3253ddc450,https://doi.org/10.1073/pnas.152301499
rec-sha256-302e9c10ce062a1819b7313bee8577dd4ba48ff878844d837d23aa85f3b7408d,https://doi.org/10.1073/pnas.152318799
rec-sha256-8c0b1d42d330719a4652f30cfd08581f866a4d7118b3e1ba1f95bb03b621e7d2,https://doi.org/10.1073/pnas.152321699
rec-sha256-a383bd1c2d7772e87da36b376d40f3343381831e08b7b5d23d7828c9c33db436,https://doi.org/10.1073/pnas.152324399
rec-sha256-54bb982199ca116f2ef899c8da79f8d8aa0394d8170fdc3514c23ae60dfe19ab,https://doi.org/10.1074/jbc.c200195200
rec-sha256-7eea4c4023e1948229d45fc0b5c8ad7859ae1b156c64fb771a4aa7f723450d6e,https://doi.org/10.1074/jbc.c200314200
rec-sha256-0b2a9dd6d4671022a26cc3c7c8d1ef0c99428aeb35a06a4e38c7c179fe28d2bf,https://doi.org/10.1074/jbc.m105921200
rec-sha256-fb6999d9d153bd4dcfd7f1c60e4384d897f7a4b37aff24ffdabb13fecec920e5,https://doi.org/10.1074/jbc.m107583200
rec-sha256-c03b14834cd2d67eb2b64261b1e0f622edfe1b98370b433dce6e826ac201c28e,https://doi.org/10.1074/jbc.m109802200
rec-sha256-fdd9b266d9ff6b3c1a42d771625e4d744e06a95fcf971a04e6cc59b0bddc7acb,https://doi.org/10.1074/jbc.m110570200
rec-sha256-73371844b93e1497a4407f49c5a08cc47312ed5f5b7cf58b98d43fef426930c3,https://doi.org/10.1074/jbc.m111559200
rec-sha256-282ee6f95a3a5bb474b065c12a0077d2965c1b90a5608682d98ced59f20619cc,https://doi.org/10.1074/jbc.m111941200
rec-sha256-b9b49765f3b86662fe2cd60729269bf2b9aba9e4eabb3c25a66ebe65dbafa559,https://doi.org/10.1074/jbc.m112054200
rec-sha256-d30634a5bb055f2af9275b0ba8bad6783935485a37b31e6862e1f9ac812683cf,https://doi.org/10.1074/jbc.m112267200
rec-sha256-c7166bb6baf99618bdf9a836b22916e1e640e580daeadc80ae21298007dacdd2,https://doi.org/10.1074/jbc.m200006200
rec-sha256-6bf6a88629a2806cd2b7425a4deec71efab502f4479bf222806ae36ebbd442fa,https://doi.org/10.1074/jbc.m200111200
rec-sha256-b7d05b0da262c73a87d3cea9e9f36beadc3fcf3e832bfa72f73b4de4602d2e41,https://doi.org/10.1074/jbc.m200147200
rec-sha256-3160473a4863d6a9cf00c8706aa92ecc274fa7fbfe796593a04f4d4b9ecb4d75,https://doi.org/10.1074/jbc.m200301200
rec-sha256-621cd3fcf50024e00fc35cbb9efdbf133461729b7de5836a2f8783f8e38bdf18,https://doi.org/10.1074/jbc.m200347200
rec-sha256-fc032a623166a71e6217634dfb7368237c7cd58118eacfac6d55047ece746a4c,https://doi.org/10.1074/jbc.m200381200
rec-sha256-ff639087f60876b05b9c098118c2b44686fcf72c8861fee8e484f45275bda2a6,https://doi.org/10.1074/jbc.m200445200
rec-sha256-249673dbd94a3e8878c29c372bc92ccf6f9cb083f320757d385d77cf9fc44aa9,https://doi.org/10.1074/jbc.m200496200
rec-sha256-f1839fe55e8dade0adf8b17187b2fa0baea5d62b750afc83539a3f1a24efab48,https://doi.org/10.1074/jbc.m201007200
rec-sha256-09faf9ea55f7fb86c8b281af23b5a57613608659ef85d0133b68d647fec8842e,https://doi.org/10.1074/jbc.m201108200
rec-sha256-edcb756061ddfebf9d4df98bb7b6d6bc76c2bd2cfaa7adc380f61e363fb54fbc,https://doi.org/10.1074/jbc.m201200200
rec-sha256-c47f0be2fddd582528c3868c1429be30784235a09fe46dce0c7e4d2c26746c55,https://doi.org/10.1074/jbc.m201307200
rec-sha256-33386f23ea75f71916b5e09c3756cec90f942bece0d2cd6adc65ca25b843e190,https://doi.org/10.1074/jbc.m201369200
rec-sha256-2fcdac47e885c75cf6ab8eb231e79e1d61a8c4daaf033d722e72ea3d1866c290,https://doi.org/10.1074/jbc.m201515200
rec-sha256-58f9a68820031631fcaab296348ab5ffeaa05151e6945576ce3bafae75b52e98,https://doi.org/10.1074/jbc.m201576200
rec-sha256-b9b753dfb24775620438f20ec021adc6a06052edc0434441789c88fd7e2b51f2,https://doi.org/10.1074/jbc.m201758200
rec-sha256-1f145d0e6e2c779104fe904dfa4a897d783889de39cbcbea9485f3916db8d0be,https://doi.org/10.1074/jbc.m201782200
rec-sha256-970b93b77deff4ed8472bcea4abd4c2e518479f0c9899075d30f0a15e7ee11a7,https://doi.org/10.1074/jbc.m201823200
rec-sha256-a34e981a65f92595ebfa346c32218b20fd404d64511656fe48b7db484b5ba75e,https://doi.org/10.1074/jbc.m201845200
rec-sha256-7a9cc224763345bd966e05c2a9ff43e57b26b0f637beb4aa800b21d6c46a9ab8,https://doi.org/10.1074/jbc.m201860200
rec-sha256-6d79cdfa5427da11c5f6127d4f535db675204143bdfca605b112f0c2ed7fb50a,https://doi.org/10.1074/jbc.m201980200
rec-sha256-745be11cf7c98668840349bb0493f9e7e0ce64c021ab42d4c9983bfe5882f368,https://doi.org/10.1074/jbc.m201998200
rec-sha256-c7514d4a7add867ae5b3517621ac8aed6a0d1ac31e919172a475b4be6a07ac4d,https://doi.org/10.1074/jbc.m202020200
rec-sha256-0a10e081bc469903fb5c7d803dce8ae567aaf31ed55b9e39dc1173654dff843a,https://doi.org/10.1074/jbc.m202040200
rec-sha256-309aef3a8f77414c0dc184f1fc56804eb7a371fe2e4858edc7c19fd7e5ce9b2c,https://doi.org/10.1074/jbc.m202242200
rec-sha256-d021d9a2c386e61c9868bd2d49280aaa2564f437c92891058ab80b6ec22e89bf,https://doi.org/10.1074/jbc.m202250200
rec-sha256-8623d0ce55028daf32ba72fada215f7e4c213737a48e648f9a679c755060cd1e,https://doi.org/10.1074/jbc.m202469200
rec-sha256-718bbb163e4589a4d77321729aaee2a473b5ddd8410caa70ebf671e20238431d,https://doi.org/10.1074/jbc.m202507200
rec-sha256-7add53ef3fffa3042a14817708e4eb091e979fa09f5ca780f74f7397ed92651a,https://doi.org/10.1074/jbc.m202563200
rec-sha256-2d750ef649998982782d1ae4d019bc613c596c9f8a216f0644bb8608df59fc84,https://doi.org/10.1074/jbc.m202670200
rec-sha256-a495d0f5339f2b31c52700377db6f9a980a8e8fc16ecc4509de302ca165776f9,https://doi.org/10.1074/jbc.m202729200
rec-sha256-37fc357b081cad5b05cf3a81262a7a067dc701b6e667cb897230384eb9eb0592,https://doi.org/10.1074/jbc.m202743200
rec-sha256-2efb21b4667ce852660d00fe23bd8ef23188c6b7eec59ddf2b318b882e6b6d80,https://doi.org/10.1074/jbc.m202748200
rec-sha256-549ae8a153b47b7320b471cbfc2fed8fa88e1160dcd137abf580b767bed7a202,https://doi.org/10.1074/jbc.m202825200
rec-sha256-0e5bc3bb94399549a83b30cf9c84ee8ed9c7c302cb04e932edf09dccdbe7c307,https://doi.org/10.1074/jbc.m202859200
rec-sha256-142b54ab333bb7d0688573a278e7b84abe3fbfc86f4823fb84b53816ce2f949d,https://doi.org/10.1074/jbc.m202941200
rec-sha256-349e6dfccd92f4a4f2564c43ab6799afc194a2e28fc0c9419557b37c192bf70d,https://doi.org/10.1074/jbc.m202956200
rec-sha256-42abe1ce3733aa7ee4f4362ed803afa98a874e6429d58c98a5b28c11ea1c8725,https://doi.org/10.1074/jbc.m202984200
rec-sha256-7e550dd222f75975e41f5d360286aeb78cbff1239829c7f783c05a0aa1b9cebf,https://doi.org/10.1074/jbc.m203020200
rec-sha256-e971d7bb89462e6b852f89ec0e80132ae5a9510d78f103a98f3ff74b0ccc5122,https://doi.org/10.1074/jbc.m203037200
rec-sha256-e2a316b6791ae4d39244233fd87d18f611206416963b4f5476ec2166a1fa9549,https://doi.org/10.1074/jbc.m203076200
rec-sha256-d855e05ed5768330cd0ad09c8eeeab56a03f55706220eb4b1ad9640320b63e56,https://doi.org/10.1074/jbc.m203109200
rec-sha256-d7a0322822b0b56ed975a0293970bf34e1bc2434ec564684e709f7f9627bfd95,https://doi.org/10.1074/jbc.m203122200
rec-sha256-abec402d13efab0b52272a0860979f94ec086a30168f0b300edc224d00e505b7,https://doi.org/10.1074/jbc.m203141200
rec-sha256-097247ec3955a1d98ce6ac51ed528fdd4e6142ae27e354854c0e2d07921b1f8c,https://doi.org/10.1074/jbc.m203208200
rec-sha256-09d0682df76920ead03087937ed80aa5c7faa97668194996148adcd43ad0a3f2,https://doi.org/10.1074/jbc.m203247200
rec-sha256-4c13327e67497897d4a4711f60a4fa499dd2b393029438fd7b6f920a91787631,https://doi.org/10.1074/jbc.m203325200
rec-sha256-4519359fbc93c26662bf3f48f107ecb4c97e65436c9b34cee3ff8a8c721c6dcc,https://doi.org/10.1074/jbc.m203353200
rec-sha256-8ecf8c50d43e6efce3250ea43041964a9dd6266ec0643298e88f67cf87fd8849,https://doi.org/10.1074/jbc.m203670200
rec-sha256-78f004c42702c3e302723a67e8d55d79f1a88c9dd34f61f2e34746a90154617a,https://doi.org/10.1074/jbc.m203700200
rec-sha256-278a69c8da5788f7389a884df1d2eb4d9213b5d79f54064e0a7468135c55f642,https://doi.org/10.1074/jbc.m204013200
rec-sha256-8af43a2dfc184f2c5bb52f754095275d517a580ed445f7e0b67100233cf41fe9,https://doi.org/10.1074/jbc.r200001200
rec-sha256-88716266db396f22d6750424403e963e2bc190a094a82e28b473099ecab0ae32,https://doi.org/10.1080/000164702320155266
rec-sha256-e4deafc40085e3572674275116e1d74aaa565a6eb1f51b56f5f6b1348b734c1d,https://doi.org/10.1080/000164702320155275
rec-sha256-ad8e52225f7bc154fab476edf7f738a495b8393a947facd889ea6bdd963a85be,https://doi.org/10.1080/000164702320155293
rec-sha256-c317eb09cbf25cf69a030a5b0e69d537a10088b9efc83f73568bff461da56c73,https://doi.org/10.1080/00016480260000058
rec-sha256-6e098944d750db22610e05b61e4f714f63137f55f0474dae05650d619745338f,https://doi.org/10.1080/00016480260046463
rec-sha256-5a92afbc9601b25f887135a6f0773f8e70f6b4dddfd77adf41232a356c3406d9,https://doi.org/10.1080/00016480260046472
rec-sha256-cddd6ebf31393ba621b5d5d72714d7cccd37ae5f42715be710065a4091537e4b,https://doi.org/10.1080/00036840110095409
rec-sha256-8d07ad0b78c3ef1c01e0dc766aded5d51298cc856b96babc6375221be3695a5d,https://doi.org/10.1080/00036840110096336
rec-sha256-56ee04ad8c258b269e5e6e0f81a0b37da061bde351ad03d5c8fbf089f18ba82e,https://doi.org/10.1080/00036840110096831
rec-sha256-6f47c780b00d41d840a20492bd22228ef673fe4dd14abb922c7f70bab7fad459,https://doi.org/10.1080/00049180220151007
rec-sha256-e35a2a259d5061febf05f608920a8c18bcd01b60e96bef69be8f863db2d278b0,https://doi.org/10.1080/00071310220133313
rec-sha256-dd0b5caf0d2f3c204e15d663fe9d87197049532bb8971dd3d7cb4ba39a12f5d1,https://doi.org/10.1080/000749102320145039
rec-sha256-fc11b898120078ea8edaf8bcb970ed0bee20c4c19abd106f7e72ffe1124c6661,https://doi.org/10.1080/00107510210122495
rec-sha256-da6e878c60a73e3cae62eff4e7057b419e0ce0cbbb21dfdba304c4c9b0e61ade,https://doi.org/10.1080/00107510210143465
rec-sha256-f7631d30f9418ecbd57667c0862f983997eb9f445eb07fa91fc68f507a03a6e5,https://doi.org/10.1080/002017402760093270
rec-sha256-d006162ff6873c2f5f860d7eb142170936756741fbe4881b5d8eeb0106b3946e,https://doi.org/10.1080/00207210210127645
rec-sha256-64dd5856281b2f2c844c55e445b1d1ee58683265dc8836d641145d52c08cdc4c,https://doi.org/10.1080/00207210210129706
rec-sha256-3e52c98c653b78f86c07a5734fd75aef2e768eebcf77c14d75ae36f037fd6c0c,https://doi.org/10.1080/00207210210129715
rec-sha256-be0771e0654e8daec87e790754b308624518734e7137efaac1c4c9cef5dbc979,https://doi.org/10.1080/002073902760047931
rec-sha256-0f2ffcd5f810dc9cc689d1ef0088c6a2bbf5faf5c72e64194354ac797dcca920,https://doi.org/10.1080/002073902760047940
rec-sha256-242721a364e5f12f5bfa128cceabbfd90142877548cfa5440754d469a4b06f4f,https://doi.org/10.1080/002073902760047986
rec-sha256-9fc9beeb8cc883e365b42e8d13c11c13a7c53c321956f7dab2e605963bf6361a,https://doi.org/10.1080/00207590143000315
rec-sha256-9eb48f4bc40336dd2aa3f8ba0300a8ba4af576f673bb8a8ae415c25c2cba0bbb,https://doi.org/10.1080/00207590260050121
rec-sha256-a70fe8d347532c0447c2b717f005d5695964e6e52f5ceb7bff2fdafe5f1742cb,https://doi.org/10.1080/00220270110067129
rec-sha256-cdcf3d83527021644f3852045c3253067d8e3a968a35ccf33dd703b60dae87b4,https://doi.org/10.1080/00220270110068902
rec-sha256-33340e24f1f94c3c2572d38a9ad8eadb87f7ac16360c2f0e9a019db2aca6352a,https://doi.org/10.1080/00268970110108322
rec-sha256-fe5eb6c15ab0e81c4685d62a95708ce13ae9742b40dee6804dbaea3729b5cc45,https://doi.org/10.1080/00268970110118330
rec-sha256-cb4518c1fc9fd51a0ccf3707c35eb03df8b73ae21a77b8a308380f4a88f4c7ec,https://doi.org/10.1080/00268970210121641
rec-sha256-4482b396b050cdb565379489f5722b0e8b12a19ca3cdb9eabea77ff1ba31a89a,https://doi.org/10.1080/00268970210123577
rec-sha256-eadbcde96fc225fcbc34994e002ee9862de1552e500545bebf27d37412b586c4,https://doi.org/10.1080/00268970210129274
rec-sha256-a8130a4683f62b60a6dd879658e8c0e3b70837e5ef603483d2374a4c76709f87,https://doi.org/10.1080/00268970210130236
rec-sha256-7ccbe07ad452357092887c90d0a0a215273a5a37dace5631bd48d092200b6668,https://doi.org/10.1080/00268970210137310
rec-sha256-17f26a22a0d107e3245c518a4c71a0a65f6c567e400298e3ea216be453f7c005,https://doi.org/10.1080/002919502760056341
rec-sha256-41eb9ca21237fc70ba6230803ea3a42fe9363e16a0d4c7eb816962c2d230281c,https://doi.org/10.1080/002919502760056440
